review	label
孩子的父母，多么伤心啊，但是这是一个越来越没有真相的社会，口号都在口头，写笔记等等，是不是真的有举措，没有，表面功夫做的好呢	3
公安介入调查，凭什么是教育局先发！！！	1
公安局不是也加入调查了吗？想看公安局的结果	0
还能不能为百姓讨公道了这人世间！	3
监控设备哪个公司买的，发出来，我们广大网友帮学校维权，总是关键时刻坏	0
不知道就让知道的来说！特么的沙币	2
好可怜啊。。。。妈妈都要崩溃了吧，国家能不能管管恶势力，最后希望能看到好的解释和结果	1
为什么学校对生命的逝去这么漠视？是冷血还是心虚？	1
我不知道	0
麻烦继续跟踪调查！拜托！	0
监控可以恢复，请计算机高手们出手，愿天堂没有痛苦只有欢乐	1
这样做更觉得是学校有问题，好端端一个孩子怎么就跳楼了呢	1
有钱有势真好	0
凭什么把他们拒之门外？孩子无故去世，还不能要个真相了？那可是一条人命啊	1
在阅读史书时，读到那些平民百姓冤屈无处可诉，会觉得生活在现在真好，当一件有一件的事情发生在身边便只能感叹：历史总是惊人的相似。	3
我不知道，我不知道，我不知道，校方人员这么几句给我整不会了就直接离谱，说出点什么，害怕上面人找你麻烦吗？这不是法制社会吗？不坦白晚上睡得着？	1
这是一条人命啊	1
成都地方，相当有问题，多少事情了	1
一问三不知，是不知道呢？还是不让说真相！	1
扫黑除恶到底扫什么？	1
真不敢相信这是在2021年的中国里发生的事	1
反正只要一出事，指定坏监控，要么就是刚好事发地没监控，这是铁一般的定律	0
人家孩子没了，居然不让进门，我去，这学校真他妈牛！这平时对学生对家长得什么样啊？这成都教育系统果然水深得很！之前自杀那个大学书记，是不是成都的	2
校方说已经和家长接触，但是具体情况不清楚。那是怎么接触的呢？	1
和家长接触家长啥都不知道真真厉害	0
监控缺失是理由吗？	0
无语一到关键时候监控就没有太假了太假了	0
谁还敢把孩子送到49中上学啊这操作	1
卧槽，一问三不知……	2
大家一定多留言，不要让热搜下去了，帮帮这个母亲，就是帮助我们自己！！	0
一问三不知？？？是知道不能说吧？	1
大v现在都怕惹祸上身	1
真希望乱枪扫射	1
监控总是在该坏的时候坏。呵呵谁没事跑教师办公楼自杀的	1
凶手已经找到了，是现任日本天皇孙笑川，大家都散了吧	0
不是学校是黑社会	1
出事时看监控。监控永远都是坏的或者是缺失的	0
学校都做出没人性得事何况别处…不知道中国怎么了	3
一条人命啊，学校真是好厉害啊，谁给的底气和权利这么去做？	1
@共青团中央@紫光阁@中国政府网@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国台办发布@国务院公报@健康中国@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国青年报	0
中国有正义吗	3
可笑的是，政府还天天批评外国，真不知道自己是什么？真他妈的黑暗之极	3
太黑暗了，普通人命如草芥	3
一砣?，不佩为人	1
高中部教导主任万丽霞，重点查一下	0
一问三不知，呵	2
与家长接触后，来了句具体情况不清楚。。。	1
凶手的微博找到了@带带大师兄	0
在国际问题上人民是可以利用的，在这种问题上人民是可以糊弄的。	3
真的心疼啊，最好的年纪，爸爸妈妈得心疼死了	1
还是酒店的监控最好	0
多么希望现实存在娜诺	0
我不相信#成都四十九中回应学生在校高坠离世#中间#成都四十九中回应学生在校高坠离世#间隔#成都四十九中回应学生在校高坠离世#几个字#成都四十九中回应学生在校高坠离世#这种#成都四十九中回应学生在校高坠离世#我不相信	1
怎么出问题后监控总是坏的？	0
疑点重重◆18:40坠楼20:30救护车赶到21点通知家长遗体已送往殡仪馆并阻止见面◆学校拒绝家长进入拒绝家长看监控◆警察调看监控后发现唯独没有坠楼那段视频◆根据受害者母亲描述学校拒绝沟通表示走司法程序★学校故意拖延家长了解案发现场以及阻止家人认领尸体我认为这属于故意销毁证据	1
黑社会	1
谢谢报道谢谢关注，我们都是社会的一份子都是平凡的普通人，请大家一起帮助这位母亲，17岁的儿子就这样没有了还不能看遗体，背后究竟是多大庞大的势力啊	3
给孩子和家长一个公道	0
送你热搜，希望讨回公道	0
学校如果失了本心，学生人身安全都没有办法保障，所有的设备只是为了维护自己的利益。上学又有何用。	1
说个我自己的事儿，前阵子等红灯被人把车蹭了，对方闯红灯逃逸。去交警队，答案是监控坏了，找不到对方。我坚持不给我找到我就打市长热线，当天放完狠话后除了交警队三分钟，打电话告诉我找到了肇事的司机，回去后交警让我私了。到最后也没看到监控，这就是人民好交警。	0
还是官本位啊……日光之下并无新事	1
几句不知道就能保护好自己的利益了	0
希望可以有真的结果孩子都不给家长看一眼直接殡仪馆这是在不尊重谁又以为自己是谁	0
现在不正在打黑么？	0
点赞给发声媒体	0
丧尽天良，这是现代中国社会应有的事吗？到底有没有人管？！学校及教育部门是法外之地？！	2
监控到底为啥每次到关键就坏？	1
好可怕，上热搜了才说接触吗？没有任何知情人敢发言吗？这些学生都经历了什么	0
监控怎么就坏了	0
这回应跟没回应一样。孩子好好的为什么突然坠楼？事发时的监控呢？不让其它同学发声，不让看事发时监控学校到底在遮掩什么？	2
权力在阳光下运行，需要我们普通民众的监督，希望虽然很微弱，但做总比不做要好，一点点去改变，不要等不公降临自己身上时才想去改变。	3
人死了监控也死了！	2
希望严查到底。学生在学校的安全不是校方来保护的吗？现在出了事就当缩头乌龟。不处理问题，只知道威胁学生，敷衍家长。	1
没人性	2
要是没人管也说明当今社会太黑了	3
啥都不知道，孩子出事了监控坏了，是不是以后孩子去学校家长都要给孩子带监控设备才安全	0
玄学监控	0
看小伙挺阳光的，应该不会无缘无故轻生。对比以往，无非就是遭遇了什么事情让他身心交瘁。比如长期的校园暴力、同学之间的失手、老师等等。之间觉得校园很干净纯粹，现在还能放心把孩子交给学校？我对我孩子说学校有人欺负你，回家告诉你爸妈，哪怕付出生命代价，也会为你讨回公道。	1
被采访的人什么都不知道，到底是真的不知道还是故意隐瞒什么，我不想恶意揣测，我是真的不明白为什么学生死在学校，不联系家长，为什么不尽快告诉家长什么情况我家也有孩子上高二，这件事放在任何人身上都会崩溃	1
为啥家长不能接触遗体	0
今天你不为他发声，明天惨剧发生在自己身上，也不会有人为你发声！???	3
孩子遗体呢？	0
希望继续跟进找出真相	0
我们要团结	0
@罗帅帅976:应该鼓励目击者站出来，保护目击者，敢站出来的高考加分，破案有功，更应该加分。如果连目击者的权利和安全都不能保证，这社会就已经站立不起来了。	3
好一个一问三不知啊……	1
扑朔迷离。可惜现在纸捂不住火。	0
社会黑暗偶然暴露而已还是无知好一点	1
一条活生生平白无故被剥夺的人命，校方迫于舆论才开始接触？这就该死。	2
扫黑除恶？	1
只要出事监控就坏了！出事也只想着大事化小，小事化无！从没有考虑过失去孩子的家庭！也没有想过当事孩子的委屈！真是SHZY好啊！	2
“我不知道我不知道”那他知道有一个活生生的生命就这样没了他知道有多少人在等待真相吗	1
监控为什么坏了呢？是因为那个时候监控休息了。我们学校的宗旨是求真求实，至善至美，怎么不会告诉你们真相呢？只是现在我们需要再思考一下，认真求证一下，等我们清理好现场，就能给你一个完美的答复。我们学校又不是黑社会，天下的乌鸦又不是一般黑。在这等着吧，我们会通过法律途径通知你们的。	1
1化学教授老师万丽霞2知行楼3硫酸虐杀4抢了化学教授老师的孩子的留学名额5万丽霞是高中教务部主任6不是坠楼死的来自b站转发	1
弟弟，没事我们陪您妈妈呢会一起给您要回一个公道，一条手电筒照不亮，那么我们会全部团结起来把全部手电筒都打开，路会亮的别怕，都在	0
这个事件足够成都地区老百姓长心记账了	0
化学老师是坏人	1
没有人性的社会	3
顶，支持上热搜，找媒体曝光，孩子都没见到，家长不要同意火化，就算火化，也要求验尸，就不信一个学校，教书育人的地方，能一手遮天，权力这么大吗？这样的学校以后谁敢让孩子去读书，谁还敢让自己孩子去学校，如此凶恶	1
监控怎么又坏了？笑死	0
这世道还有救吗？已经光明正大开始吃人了	3
致相关事件知情人：今天你不为他发声，明天惨剧发生在自己身上，也不会有人为你发声！???	3
丧尽天良！！！法律是用来干嘛的？？	2
好像centre的巡查组在成都，单纯是巡查组来成都肯定是不能出事，如果出事，到时候学校和gov领导都会被问责，所以就想压，没想到越压越大，。。	0
想急着火化了都不说肯定有内幕	0
化学老师教师楼	0
@人民日报	0
up	0
#成都四十九中回应学生在校高坠离世##成都49中#光明在哪里有权有势就可以一手遮天？命不是命？查查他个水落石出别随便找个人背锅背后的水有多深？国家不是打黑除恶？人命都出了这还能容忍吗不调查清楚恐难服众！	2
个人觉得，各个家长应当把自己的孩子接出来，呆在里面太危险了。	1
成都四十九中教师名单校长：唐文勇数学组：王欣、王毅、周敏、任小林、夏炳权、李仲强、刘晓梅、蒋更兰、李韵涵、肖化、廖健宏其他人员看本人微博，由于权重低无人看到，只能用评论的方式，希望能转一下，为还孩子和母亲一个公道贡献自己微薄的力量	0
啥都不知道还出来干呀，找个知道的来回答问题啊	0
好一个求真求实至善至美，讽刺极大的讽刺！民愤是一点点积累出来的，我相信大多数人对gj的认同感都是挺高，有敌入侵肯定是一致对外，肯定会舍身忘我，可是那些舍身忘我的英雄看到千疮百孔资本永驻的社会，他们瞑目吗寒心吗？一颗璀璨的新星在一个教书育人的地方不断不断的陨落，gj还有希望吗	3
@十安梦一场：如果这样都没真相以后中国所谓的公平公正在青年心中还有分量吗21世纪了不是总说少年强则中国强吗学校是教书育人的啊莫让中国人??寒了心	1
为什么要删监控？？？	1
#成都49中回应学生从楼道坠亡#阿姨要坚强呀，我们会坚持的	0
监控为啥总是坏的	0
请继续关注。谢谢您	0
对丧尽天良的学校	1
热度不能停涼了就沒人理只求一个真相	0
愿安息！	1
监控当时害怕极了	1
福建西山学校也曾经有过这种事件但是都不清楚原因	0
万丽霞	0
哇塞，好大权力，居然买通了删视频？究竟是新浪见钱眼开还是某些权力使然？	1
我向来是不惮以最坏的恶意来推测棕果人的。——鲁迅《记念刘和珍君》	0
学校有后台？	1
这个视频不知道多久以后又会被删掉吧………	1
“我也很害怕没办法说更多我只能告诉你们他不是从楼梯上摔死的三令五申的强调不能说不能说知乎的匿名也不可靠...”转自知乎。?	0
热度不要下去，帮助这个妈妈！！	0
民主法治恩等一个真相	0
三缄其口这个词好讽刺	1
在这里工作的老师还干的下去吗你们不觉得愧对老师这个神圣的身份吗(单纯指不做为的	1
绝逼不是意外	2
中国的监控器质量这么着急了吗？	1
真相可能早已被图谋不轨的人抹掉了，希望这些抹掉真相的人，赶紧死去，	1
什么社会背景呀这样欺负人有什么资格做教育学校里面的教师也没有一个可以站出来说话的真的是悲哀	1
太黑了……视法律为何物！！！学校若如此，国家的未来在哪里！	3
一问三不知，这是在干什么	1
#成都49中##成都四十九中回应学生在校高坠离世#无法无天！	2
为什么要维护一个杀人犯，就因为他有权有势吗	1
我觉得学校还装什么监控啊，反正都是坏的	1
近几年教育界却发生了那么多丧尽天良的事情，到底是谁扼杀了学生的未来	1
我看到过另外的版本，49中一个老师的朋友透露出来的，有监控当天已经交于警方，6点45坠楼，救护车七点出头到的，网上传的八点半是救护车离开时间，遗体没有火化，坠楼前跟一个女生（疑似女朋友）生气了。不知道真假，但是警方的结论没出之前我还是乖乖等结果。	0
化学老师	0
和第七次人口普查有关	0
祝愿49中所有涉事领导和相关掩盖人员早日横尸街头。	2
什么都不知道？我信你个鬼	2
谢谢你发声，我本来已经对这个世界绝望了	3
成都49中吃人血的学校被调查对象还建立调查组贼喊捉贼吗消灭证据威胁学生闭口收买媒体欺骗受害人家属垃圾学校不配教书育人社会蛆虫	1
“……联系涉事学校，对方表示：校方已和家长进行接触，具体情况不清楚。”校方和家属接触，具体情况校方不知道？你不知道不能找个知道的接电话么？这是什么傲慢的态度？！	1
BBC那些的打压抹黑中国也不知道挑新闻	1
这是中国现实版《顶楼》吧？	0
“我翻开历史一查，这历史没有年代，歪歪斜斜的每页上都写着‘仁义道德’几个字。我横竖睡不着，仔细看了半夜，才从字缝里看出字来，满本都写着两个字‘吃人’。”	1
@央视新闻@人民日报@四川观察	0
接触，指把账号封掉	0
校方不清楚？？？人家好好的一个孩子是在你们学校里没了。真是刀不砍在自己身上是不会知道疼。	1
底层普通人全靠运气活着遇到这种事儿就到头了?//@多啦A梦的样子:说得对，真的不要生孩子，还是让那些富二代红二代多生点才能互相残杀，老百姓就不要生了，死了居然连遗体都看不到，都是一帮黑社会的顶流。//@单身蚁族2542:人民总是弱势群体，	3
我很好奇，这件事如果能反转，得是怎么样的一个事实？太魔幻了	1
避重就轻为什么不第一时间通知家长为什么偏偏出事那段时间监控坏了	1
权贵杀人？	1
管理人员拉出去毙了得了	2
嫌生育率不够低，加速	0
雪崩时没有一片雪花是无辜的！请多为苍生说人话。	1
#成都四十九中回应学生在校高坠离世#中国教育的天已经黑了一半，你让我怎么有勇气去生儿育女、去相信这样的教育，这样的学校，可以保障我下一代的未来。中国少年没有先毁在自己手上，就毁在了你们口口称赞的教育人手里。这样的学校，是孩子们敢少年中国的天地吗?	3
孩子身上可能有不属于坠楼的伤？被霸凌？要不怎么家人都见不上一面就送殡仪馆了？	1
也就凤凰网敢	0
监控坏了就把校长火化了吧！不然没法向死者和他的家属朋友交代！	2
把家长非人道地拖进学校接触？？？	1
什么玩意儿	2
希望知道真相的同学们勇敢的站出来，教育中真正的德行二字希望你们不要学而不用，舆论在热也没有一个17岁的孩子的生命发热，必须还家长一个公道！！	2
只有这个媒体的报道是最接近叙述事实的～其他媒体都借用49中的官方通报凤凰网！加油	0
需要彻查	0
什么鬼？孩子死亡不联系家长直接烧了？？？这是惹上了谁家的大少爷大小姐我真服了	2
顶	0
9日下午九点到底是校方通知，还是警察？一方说是楼道坠落，另一方说是高空坠落，到底真相是什么？时间线，到底发生了什么？警方尽快破案，走司法程序，还大家真相！	0
监控不利，现实版《顶楼》，建议学校相关领导入刑，否则难以平民心。	1
顶一下	0
损坏的监控已经说明了一切	0
现在社会治安这么好，麻烦把这种只手遮天弄权作势的公家黑社会也清一清//@盈盈一握小仙腰:像黑社会	3
@最爱宝贝1990还有这位妈妈有同样的遭遇！！！高一的女儿在学校离奇坠楼死亡！！！！！	1
如果以后监控由公安直管的指定第三方平台来进行运营管理，还会出类似事件么？	0
走近科学之中国的监控	0
我儿子读一年级就要求背，公平，公正，法治，民主之类的，难道都是背来掩耳盗铃的虽然这事不发生在自己身上，但为人父母很能体会做家长的心情，愿早上给这位妈妈一个真相	0
@成都49中//@山有鸣:#成都49中#致相关事件知情人：今天你不为他发声，明天惨剧发生在自己身上，也不会有人为你发声！???	1
上去	0
没上热门就高高在上，事情大了就工作组，切	0
我就评论了几句，号被封了？！知乎也禁言了好多人！没天理了	2
@Tooyyer	0
电视都是这么演的，关键地方不是坏了就是没有监控，现在才知道原来是现实这么演的	0
狗学校，畜牲东西	2
有没有一条安装监控如果出事没有办法查看监控的罪责	0
不能掉热搜	0
学校都不安全了，这谁敢送孩子上学啊，人命关天的大事就这样不了了之了，每天都活在恐惧当中	3
总是碰巧的没有监控？？？	1
建议以后学校监控直接归警方管理！	0
感谢报道	0
不知道不知道不知道，什么都不知道的吗，怕是知道什么不敢说吧	1
大众想知道具体信息，要求学校公布一切信息！要求学校给个说法！要求校长下台！！！学校这种处理方式应该得到惩罚！！！大众想知道具体信息，要求学校公布一切信息！要求学校给个说法！要求校长下台！！！学校这种处理方式应该得到惩罚！！！	2
不让知情者发声，教育局去哪里了？为什么不把校长抓起来审查？	2
教育局的人呢？	1
找新华社，找记者，找国家，必须的给孩子一个交代！今天不发声的知情者，他是你的同学，是校友，是朋友也是一个普通的中学生！也是普通的公民，我们的国家怎么了？是病了吗？	3
监控总是坏的那么及时？	1
成都49中是不是以前的官宦子弟的学校如果是的话那真的得好好查查咋回事	0
求给家长一个真相，让死了的孩子瞑目，让活着的人安心	1
要监控有什么用，反正它啥时候要看啥时候就该出问题	0
我不敢相信这是我的祖国！！！！	3
教书育人啊	0
采访学校不如采访警察，但凡警察敢出来开面对媒体记者都不至于这样警察是有必要对这种严重舆情关注的案件做公开交代的	0
"鲁迅先生说过：愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声，有一分热,发一分光，就令萤火一般，也可以在黑暗里发一点光,不必等候炬火。孩子没了校方的一再敷衍媒体不敢出声，试问谁才是我们的保护伞，舆论热度很快消失，无辜的孩子就应该无声的离世吗"	3
成都数一数二的好学校，还这样，不给事实	0
都是熟悉的配方	0
新中国，中国梦	0
不知道为什么？我们的媒体全是对娱乐了报道，娱乐圈屁事都要报道，真的需要的时候一个个藏起来了？是戏子误了国？还是我们思想的扭曲？我们的媒体真的是在领导正确的道路？还是流量？还是只是为了赚钱？以后所有的这样的事媒体都藏起来吗我觉得这才是这个事情背后的问题媒体要为人民发声不是赚钱的工具	3
看到校门口站的一排警察就特想问他们，他们到底是为人民服务还是为权力服务？一个失去儿子的手无缚鸡之力的母亲能怎么样，需要jc大动干戈守住校门。像极了看门?	1
真相是否还在？那些守口如瓶的同学，这一次的哑口会出现在你今后人生的无数个噩梦中，生命从来都很脆弱，可以意外，可以病亡，但决不允许不明不白！	2
都发声等于都没发声	0
起初他们追杀犹太人，我没有说话，因为我不是犹太人。后来他们追杀工会成员，我没有说话，因为我不是工会成员。此后他们追杀天主教徒，我没有说话，因为我不是天主教徒。最后他们奔我而来，却再也没有人站出来为我说话了……	3
丧尽天良	2
这什么世道	3
这学校没天良啊	2
这都什么年代了，又让我看到了社会的黑暗面！	2
想和孩子的同学说一声，小孩子才分对错，成年人只看利弊。这句话是错的。这样的价值观只会让自己变成精致的利己主义。我们要勇敢，要有自己价值观念。要正义。成熟并不是学会妥协和放弃原则。这个社会对就是对，错就是错！！！！！！！！	0
欺负老百姓，	3
很心痛地说有很大可能性学校可以给钱但不会给真相不是因为学校手眼通天是拿准了现在媒体不让大肆报未成年人受害案件所以家长求助媒体基本上没用只有找国家机关相关部门了吧多么令人绝望家长要的是钱吗家长只要个真相学校却不给这是要家长的命要绝人家的户有良知就交出施暴者吧不要庇护了	3
以后类似的情况没有监控，直接判定故意杀人罪，	1
你降下去一定给你顶上来。你就呆在第一别动！不给真相，不罢休。@成都49中	0
知行楼是老师的办公室！	0
希望有钱有势的好心人能为老百姓出出头?	0
必须给人家家长和公众一个交代！	2
wk……这语气也太冷漠了，这原本是一条鲜活的生命啊！一问三不知，还有这学校就这么对待孩子的家长的吗？？？	2
不是自己的孩子，所以麻木不仁。	1
请调查清楚，给一个说法给家长！	2
这种学校谈何教书育人？怪不得鲁迅的文章没了，现在跟那时候没啥分别！吃人的社会！	3
作为一个学生，觉得这是今年最恐怖的恐怖片了！	1
太坏了，仅仅是去学校上个学，竟然连命都没了。出了这种事，学校不出来下跪道歉，竟然还傲慢的将家长拒之门外，更匪夷所思的是竟然直接将遗体火化，谁给它的权力？还有殡仪馆，不经过监护人同意，学校可以任意将事故学生的遗体火化，合法吗？黑恶势力的做为，也不过如此吧？	1
成华区烂透了成华奥园广场明着欺骗业主没人管	1
@我是奥特曼5248我觉得越是这样说越表示学校心虚！！！真的太可恶了！！	2
#成都四十九中回应学生在校高坠离世#	0
校方真的dm	0
就他妈离谱，人在你那没的，你还不给看监控	2
这件事如果没个让人满意的说法我觉得还有人相信学校教育吗？	1
还看什么悬疑剧，悬疑就在我们身边?	1
现在很多学校真的腐败烂透了，特别私立学校除了捞钱就是拉地方势力，出了事一手遮天，身边就发生过类似事件也是孩子没了，事发当时其他学生家长都不知道学校发生过这件事情，许久后才知道有个孩子在学校出了事	3
这个接触大不是收了家长的微博号让她跟着学校一起“闭嘴”吧	1
校园恐怖片居然在现实上演，担心我孩子以后的安全，希望最后能好好给一个交待	3
我终于看到了，什么叫只手遮天	1
没有热搜永远不接触。。。。	0
监控：说出来你们可能不信，我tm自己都不知道自己多会儿又坏了	0
不知道，呵呵，说的真溜	1
第二天下午才和家长介入？？？	1
//@苯宫菜菜灰常懒:要是某个明星或企业偷漏税可以罚款有大笔钱能进账了绝对马上发声马上点名马上封杀处理～//@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国务院公报@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国之声@胡锡进	1
扫黑除恶专项整治请继续。	0
不是，警察呢？不立案不调查吗？不认为是刑事案件吗？意外？事故？自杀？	1
都把人家儿子火化了才跟家长接触？	1
太悲惨了，人权在哪里？正义在哪里？法制国家“法”在哪里？	3
在这所学校学政治不会心寒吗书上要背的要考的全是假的漂亮话	1
你知道啥，咋比网友知道的还少呢	0
//@摘星河入梦Reve:现在你们不出来发声了吗？？？@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国台办发布@国务院公报@健康中国@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国青年报@中国之声@胡锡进@环球网监控	1
具体情况不清楚？那你们清楚什么？	0
母亲节坠亡，这个妈妈再也不会过母亲节了。	1
这样的学校谁敢上，国家一定要给家长一个公道，不说出真相，孩子死不瞑目啊，为什么连孩子最后一面都没见到，到底发生什么全校那么多人难道没有一个人有良心吗？为了名声难道娃娃的命都不管了吗如果国家不管事广大人民不会善罢甘休的，希望国家能给一个公道也希望有人能站出来为孩子妈妈提供帮助！	1
这是21世纪能发生的事？？？	1
成都学校黑暗势力太强大了，镇压的无比厉害@成都发布@人民网@人民日报@共青团中央@共青团中央@共青团中央，青年都被弄死了，赶紧出来曝光下	1
1就是1，2就说2，学校领导心里有鬼，没有人性，不配做人。	2
“我不知道”（我知道但是不敢说）	0
监控总在最需要的时候坏掉	0
我发现不法分子放在公共厕所或者小旅店里的廉价摄像头都特别好用！花纳税人钱买的监控都像老年痴呆似的，经常“失忆”	1
执法机关如何保护监控，如果这都保护不好，保护屁个人民	1
所以绝对不是自杀	0
特别讽刺的是，这种事情，每次公安机关介入，最后都是不了了之	1
这也太黑暗了！	3
庆幸去年没有选择49中这个垃圾学校	1
我怀疑是被老师骂了之类的	0
?	1
学校领导集体辞职吧，没有一点人性，隐瞒什么，到底怕什么？	1
这个学校就是个黑社会啊！比黑社会还黑社会。官官相扣，怎么才能还老百姓一个公道啊！心寒	3
起来！把旧世界打的落花流水!	0
满本都写着两个字是“吃人”。算是明白鲁迅先生说的“吃人”有多恐怖了。???	1
问题是，jc值得信任吗？	0
@中华湘潭:起来!不愿做奴婢的人们！只有一起推墙我们的孩子才有希望。	0
可怜的母亲，没有什么比白发人送黑发人更悲伤的事情了，学校的监控一定要还孩子公道	1
监控恰好坏了，那随便什么调查结果也没人信了，不过不管我们信不信也不重要	0
@一个能豆子_:突然对一些公信力很强的媒体失望，如果最终热搜退了，没了消息，我对国家也会失望，法律的公信力在哪里？但我更怕最终学校和警方一起发布一个公开的调查结果为自杀，且禁止民众造谣诋毁学校。	3
是一手遮天吧	3
比黑社会还恐怖的是学校系列！	3
@晚照对晴空-DSRC：@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国台办发布@国务院公报@健康中国@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国青年报@中国之声@沈逸气死我了！这是人干的事吗？	2
为什么每次都这样？学校直接把学生尸体拉去殡仪馆火化？不让家长见尸体？不让看监控？还有没有人性！！！	2
需要的时候监控总是坏的	0
今天你不发声，明天没有人替你发声！不管发生什么？请对父母交待好吗？	1
太惨了吧	1
希望这件事能够查明，不要被掩盖下去，我们有权知道真相	0
娱乐圈减肥屁大点事儿都能上热搜当回事，这咋普通人群生命如此糟践不值一提？社会黑暗的让人作呕，之任何有权势的地方	3
一问三不知你妈没了	2
我猜是不是像顶楼那样看见了不该看见的被高管推下去了学校不让家长看尸体直接拉去殡仪馆就很离谱很过分啊	1
@人民日报@央视新闻家长把孩子交给学校，孩子在学校出事，为什么是最晚知道的，为什么不让家长了解情况，这是在掩盖什么事实，是心虚嘛！?如果不是亏心事，难道把事情原因说出来就那么难吗？这让失去孩子的父母家人多难过！马上要进入高考阶段了！父母多心寒！要求彻查！！	2
这种学校以后谁还要读	1
真相一定要大白孩子是父母的一切啊	0
只要出事，监控必坏	0
#成都四十九中回应学生在校高坠离世#终于有媒体站出来了	0
期待明早，官方能把真相公布出来！太让人痛心了！	1
等待真相	0
我的妈呀，好心痛，母亲是真的会受不了	1
@子野丘丘：求求了守住底线别被收买还家长公道?	1
国家政府来管吧，真的是无法无天了，背后有多大背景？都不愿意揭露，大家使劲闹大吧，法制社会，想含糊其辞过去，还有没有王法了	3
#成都49中#致相关事件知情人：今天你不为他发声，明天惨剧发生在自己身上，也不会有人为你发声！???想想往日的同学情，你们不痛心吗	1
学校成了孩子的丧命窟	1
请求介入@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国台办发布@国务院公报@健康中国@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国青年报@中国之声@胡锡进@环球网监控	0
过来看看，这是该管的，出事了就不发声了@共青团中央@紫光阁@中国政府网@国务院公报@光明日报@国台办发布@国务院公报@健康中国@科技日报@联合国@强国论坛@全国人大@人民日报@人民网@世界卫生组织@央视频@央视新闻@中国新闻社@中国政府网@中国青年报@中国之声@胡锡进@环球网监控	0
求一个公道！不给人家母亲一个公道！以后各大领导机关我就问问你们如何服众！我们老百姓能信任你们吗！	2
学校欲盖弥彰的行为必须一查到底	0
为什么！	2
唉，监控没了……这就可怕了	1
保持曝光，这b学校烂透了	1
具体情况不清楚你就别人拉到殡仪馆了？	1
@耳元_	0
这还是学校吗？	1
然后威胁人家？？？？	1
这TM还有王法吗！又要拿监控坏了来玩弄公众的智商？	3
呵，一问三不知啊	1
一问三不知？就离谱	1
家长别哭要坚强起来，他们不讲道理那就跟他们硬来，见自己的孩子没错，想尽一切办法趁着热搜大家都会看到的帮助你们的不要怕。	0
感觉在中国命真的很不值钱	3
先控制好监控硬盘，警方应该是能数据恢复的，就怕。。	1
望查明事实真相，还死者一个公道。	0
又是荒唐事	1
我唯一能帮这位妈妈做的就是帮她在这个话题下刷热度，让更多的人关注这个话题，希望政府还他们家一个公道！！！	0
这也太可怕了事实到底是什么！	1
现在的老师有几个是为人师表的，披着羊皮的狼呵呵	1
不知道死去	1
本地媒体集体失声，凤凰真相靠你了	0
关注！	0
请求还原监控。故意破坏监控是犯法吗？	1
学校方多少有点毁尸灭迹的意思，无论当时咋样至少要保留真相吧，别人因为你们而死也能心安理得的睡着吗	1
发现了他只会说我不知道	0
请持续关注还孩子一个公道	0
请你们一定要跟踪报道啊！	0
彻查！	0
一问三不知，知道个鬼啊，脑子装了马桶冲水了吗	2
社会一直没变，利息至上	0
好一个一问三不知	1
立法的缺失，监控缺失是无责？	1
求真求实至善至美真的很讽刺啊	1
问就是不知道？	1
希望一直保持热度，让孩子母亲有一个探究真相的机会。	0
好像大部分学校都是一样，出了事监控都是有问题的，没出事都是正常的	0
不知道为啥让我想起了之前那个校园操场埋尸案，总感觉牵涉了很多人的利益，官官相护。希望赶紧真相大白吧！	1
需要扫黑除恶	0
真的很气愤，又觉得很可怕，现在竟然还能发生这种冤案。那些让孩子妈妈流血泪的人就不怕有报应吗！我相信人在做天在看，法律要是不能收拾你，老天早晚也会收了你	2
这才话题该置顶的微博	0
真的怕过一阵又反转了。。。权利和金钱的社会。	1
需要监控的时候总说监控有问题，那就把管理监控的人员担责之后，以后再也不敢说监控坏掉了，这种推脱不能成为护身符，挡箭牌。	1
各种推脱责任，掩盖迷章中国社会的风气已经成这样了，有钱有势的人想咋地就咋地	3
严查	0
监控老坏也是离谱	1
又是成都，我又想到了毛洪涛书记。	0
做个人吧，什么都不知道，屁	2
@人民日报@央视新闻	0
公安也就是官护官	1
